State_Name,Year,Poll,District,LB_Name,Ward_No,Ward_Reservation,Party_Abbreviation,Position,Status,N_Cand,Vote_Share_Percentage,Voter_Turnout_Percentage
Telangana,2020,0,Hyderabad,GHMC,68,Backward Classes (Women),,4,,3,0.428,51.703
Telangana,2020,0,Hyderabad,GHMC,69,Backward Class,AIMIM,1,,4,82.481,52.226
Telangana,2020,0,Hyderabad,GHMC,69,Backward Class,TRS,2,,4,11.167,52.226
Telangana,2020,0,Hyderabad,GHMC,69,Backward Class,BJP,3,,4,2.442,52.226
Telangana,2020,0,Hyderabad,GHMC,69,Backward Class,INC,4,,4,1.69,52.226
Telangana,2020,0,Hyderabad,GHMC,69,Backward Class,,5,,4,0.253,52.226
Telangana,2020,0,Hyderabad,GHMC,70,Backward Class,AIMIM,1,,7,62.432,34.675
Telangana,2020,0,Hyderabad,GHMC,70,Backward Class,BJP,2,,7,16.289,34.675
Telangana,2020,0,Hyderabad,GHMC,70,Backward Class,TRS,3,,7,10.509,34.675
Telangana,2020,0,Hyderabad,GHMC,70,Backward Class,INC,4,,7,7.27,34.675
Telangana,2020,0,Hyderabad,GHMC,70,Backward Class,TDP,5,,7,1.338,34.675
Telangana,2020,0,Hyderabad,GHMC,70,Backward Class,IND,6,,7,0.16,34.675
Telangana,2020,0,Hyderabad,GHMC,70,Backward Class,BMP,7,,7,0.067,34.675
Telangana,2020,0,Hyderabad,GHMC,70,Backward Class,,8,,7,0.37,34.675
Telangana,2020,0,Hyderabad,GHMC,71,Backward Class,BJP,1,,10,53.226,45.185
Telangana,2020,0,Hyderabad,GHMC,71,Backward Class,TRS,2,,10,37.438,45.185
Telangana,2020,0,Hyderabad,GHMC,71,Backward Class,INC,3,,10,4.053,45.185
Telangana,2020,0,Hyderabad,GHMC,71,Backward Class,TDP,4,,10,0.754,45.185
Telangana,2020,0,Hyderabad,GHMC,71,Backward Class,IND,5,,10,0.388,45.185
Telangana,2020,0,Hyderabad,GHMC,71,Backward Class,IND,6,,10,0.353,45.185
Telangana,2020,0,Hyderabad,GHMC,71,Backward Class,IND,7,,10,0.151,45.185
Telangana,2020,0,Hyderabad,GHMC,71,Backward Class,IND,8,,10,0.151,45.185
Telangana,2020,0,Hyderabad,GHMC,71,Backward Class,IND,9,,10,0.121,45.185
Telangana,2020,0,Hyderabad,GHMC,71,Backward Class,IND,10,,10,0.078,45.185
Telangana,2020,0,Hyderabad,GHMC,71,Backward Class,,11,,10,0.68,45.185
Telangana,2020,0,Hyderabad,GHMC,72,Backward Classes (Women),AIMIM,1,,8,55.468,42.827
Telangana,2020,0,Hyderabad,GHMC,72,Backward Classes (Women),BJP,2,,8,28.007,42.827
Telangana,2020,0,Hyderabad,GHMC,72,Backward Classes (Women),TRS,3,,8,10.671,42.827
Telangana,2020,0,Hyderabad,GHMC,72,Backward Classes (Women),INC,4,,8,1.875,42.827
Telangana,2020,0,Hyderabad,GHMC,72,Backward Classes (Women),IND,5,,8,0.518,42.827
Telangana,2020,0,Hyderabad,GHMC,72,Backward Classes (Women),IND,6,,8,0.185,42.827
Telangana,2020,0,Hyderabad,GHMC,72,Backward Classes (Women),IND,7,,8,0.14,42.827
Telangana,2020,0,Hyderabad,GHMC,72,Backward Classes (Women),IND,8,,8,0.108,42.827
Telangana,2020,0,Hyderabad,GHMC,72,Backward Classes (Women),,9,,8,0.324,42.827
Telangana,2020,0,Hyderabad,GHMC,73,Backward Classes (Women),AIMIM,1,,7,53.553,38.026
Telangana,2020,0,Hyderabad,GHMC,73,Backward Classes (Women),BJP,2,,7,24.012,38.026
Telangana,2020,0,Hyderabad,GHMC,73,Backward Classes (Women),TRS,3,,7,11.464,38.026
Telangana,2020,0,Hyderabad,GHMC,73,Backward Classes (Women),INC,4,,7,7.391,38.026
Telangana,2020,0,Hyderabad,GHMC,73,Backward Classes (Women),IND,5,,7,0.087,38.026
Telangana,2020,0,Hyderabad,GHMC,73,Backward Classes (Women),IND,6,,7,0.077,38.026
Telangana,2020,0,Hyderabad,GHMC,73,Backward Classes (Women),IND,7,,7,0.053,38.026
Telangana,2020,0,Hyderabad,GHMC,73,Backward Classes (Women),,8,,7,0.334,38.026
Telangana,2020,0,Hyderabad,GHMC,74,Backward Classes (Women),AIMIM,1,,4,64.559,41.665
Telangana,2020,0,Hyderabad,GHMC,74,Backward Classes (Women),TRS,2,,4,14.052,41.665
Telangana,2020,0,Hyderabad,GHMC,74,Backward Classes (Women),BJP,3,,4,13.164,41.665
Telangana,2020,0,Hyderabad,GHMC,74,Backward Classes (Women),INC,4,,4,5.441,41.665
Telangana,2020,0,Hyderabad,GHMC,74,Backward Classes (Women),,5,,4,0.333,41.665
Telangana,2020,0,Hyderabad,GHMC,75,Backward Classes (Women),AIMIM,1,,10,52.172,44.148
Telangana,2020,0,Hyderabad,GHMC,75,Backward Classes (Women),BJP,2,,10,19.552,44.148
Telangana,2020,0,Hyderabad,GHMC,75,Backward Classes (Women),TRS,3,,10,15.113,44.148
Telangana,2020,0,Hyderabad,GHMC,75,Backward Classes (Women),INC,4,,10,10.809,44.148
Telangana,2020,0,Hyderabad,GHMC,75,Backward Classes (Women),IND,5,,10,0.214,44.148
Telangana,2020,0,Hyderabad,GHMC,75,Backward Classes (Women),IND,6,,10,0.165,44.148
Telangana,2020,0,Hyderabad,GHMC,75,Backward Classes (Women),IND,7,,10,0.115,44.148
Telangana,2020,0,Hyderabad,GHMC,75,Backward Classes (Women),IND,8,,10,0.07,44.148
Telangana,2020,0,Hyderabad,GHMC,75,Backward Classes (Women),IND,9,,10,0.055,44.148
Telangana,2020,0,Hyderabad,GHMC,75,Backward Classes (Women),IND,10,,10,0.045,44.148
Telangana,2020,0,Hyderabad,GHMC,75,Backward Classes (Women),,11,,10,0.464,44.148
Telangana,2020,0,Hyderabad,GHMC,76,Backward Classes (Women),AIMIM,1,,6,48.67,44.313
Telangana,2020,0,Hyderabad,GHMC,76,Backward Classes (Women),BJP,2,,6,36.548,44.313
Telangana,2020,0,Hyderabad,GHMC,76,Backward Classes (Women),TRS,3,,6,8.307,44.313
Telangana,2020,0,Hyderabad,GHMC,76,Backward Classes (Women),INC,4,,6,3.768,44.313
Telangana,2020,0,Hyderabad,GHMC,76,Backward Classes (Women),IND,5,,6,0.2,44.313
Telangana,2020,0,Hyderabad,GHMC,76,Backward Classes (Women),IND,6,,6,0.059,44.313
Telangana,2020,0,Hyderabad,GHMC,76,Backward Classes (Women),,7,,6,0.22,44.313
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,BJP,1,,14,34.669,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,AIMIM,2,,14,33.931,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,TRS,3,,14,23.924,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,INC,4,,14,1.545,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,TDP,5,,14,0.406,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,AIMIM Inquilab,6,,14,0.345,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,IND,7,,14,0.231,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,IND,8,,14,0.195,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,IND,9,,14,0.158,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,HINDJP,10,,14,0.11,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,IND,11,,14,0.081,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,TJSP,12,,14,0.061,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,BMP,13,,14,0.049,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,IND,14,,14,0.037,52.218
Telangana,2020,0,Hyderabad,GHMC,77,Unreserved,,15,,14,0.256,52.218
Telangana,2020,0,Hyderabad,GHMC,78,Unreserved (Women),BJP,1,,11,49.484,49.307
Telangana,2020,0,Hyderabad,GHMC,78,Unreserved (Women),TRS,2,,11,37.312,49.307
Telangana,2020,0,Hyderabad,GHMC,78,Unreserved (Women),IND,3,,11,5.614,49.307
Telangana,2020,0,Hyderabad,GHMC,78,Unreserved (Women),INC,4,,11,2.759,49.307
Telangana,2020,0,Hyderabad,GHMC,78,Unreserved (Women),TDP,5,,11,1.544,49.307
Telangana,2020,0,Hyderabad,GHMC,78,Unreserved (Women),IND,6,,11,0.3,49.307
Telangana,2020,0,Hyderabad,GHMC,78,Unreserved (Women),IND,7,,11,0.275,49.307
Telangana,2020,0,Hyderabad,GHMC,78,Unreserved (Women),IND,8,,11,0.203,49.307
Telangana,2020,0,Hyderabad,GHMC,78,Unreserved (Women),IND,9,,11,0.114,49.307
Telangana,2020,0,Hyderabad,GHMC,78,Unreserved (Women),IND,10,,11,0.11,49.307
Telangana,2020,0,Hyderabad,GHMC,78,Unreserved (Women),IND,11,,11,0.025,49.307
Telangana,2020,0,Hyderabad,GHMC,78,Unreserved (Women),,12,,11,0.66,49.307
Telangana,2020,0,Hyderabad,GHMC,79,Unreserved (Women),BJP,1,,9,51.81,47.177
Telangana,2020,0,Hyderabad,GHMC,79,Unreserved (Women),TRS,2,,9,39.103,47.177
Telangana,2020,0,Hyderabad,GHMC,79,Unreserved (Women),INC,3,,9,3.565,47.177
Telangana,2020,0,Hyderabad,GHMC,79,Unreserved (Women),TDP,4,,9,1.593,47.177
Telangana,2020,0,Hyderabad,GHMC,79,Unreserved (Women),CPI,5,,9,0.376,47.177
Telangana,2020,0,Hyderabad,GHMC,79,Unreserved (Women),IND,6,,9,0.132,47.177
Telangana,2020,0,Hyderabad,GHMC,79,Unreserved (Women),IND,7,,9,0.056,47.177
Telangana,2020,0,Hyderabad,GHMC,79,Unreserved (Women),IND,8,,9,0.051,47.177
Telangana,2020,0,Hyderabad,GHMC,79,Unreserved (Women),IND,9,,9,0.047,47.177
Telangana,2020,0,Hyderabad,GHMC,79,Unreserved (Women),,10,,9,0.841,47.177
Telangana,2020,0,Hyderabad,GHMC,80,Unreserved (Women),BJP,1,,9,60.841,52.52
Telangana,2020,0,Hyderabad,GHMC,80,Unreserved (Women),TRS,2,,9,25.046,52.52
Telangana,2020,0,Hyderabad,GHMC,80,Unreserved (Women),IND,3,,9,5.816,52.52
Telangana,2020,0,Hyderabad,GHMC,80,Unreserved (Women),INC,4,,9,2.514,52.52
Telangana,2020,0,Hyderabad,GHMC,80,Unreserved (Women),TDP,5,,9,0.963,52.52
Telangana,2020,0,Hyderabad,GHMC,80,Unreserved (Women),IND,6,,9,0.287,52.52
Telangana,2020,0,Hyderabad,GHMC,80,Unreserved (Women),IND,7,,9,0.081,52.52
Telangana,2020,0,Hyderabad,GHMC,80,Unreserved (Women),IND,8,,9,0.045,52.52
Telangana,2020,0,Hyderabad,GHMC,80,Unreserved (Women),IND,9,,9,0.013,52.52
Telangana,2020,0,Hyderabad,GHMC,80,Unreserved (Women),,10,,9,0.865,52.52
Telangana,2020,0,Hyderabad,GHMC,81,Unreserved (Women),BJP,1,,8,51.67,49.65
Telangana,2020,0,Hyderabad,GHMC,81,Unreserved (Women),TRS,2,,8,38.505,49.65
Telangana,2020,0,Hyderabad,GHMC,81,Unreserved (Women),INC,3,,8,3.041,49.65
Telangana,2020,0,Hyderabad,GHMC,81,Unreserved (Women),TDP,4,,8,1.088,49.65
Telangana,2020,0,Hyderabad,GHMC,81,Unreserved (Women),IND,5,,8,0.352,49.65
Telangana,2020,0,Hyderabad,GHMC,81,Unreserved (Women),IND,6,,8,0.154,49.65
Telangana,2020,0,Hyderabad,GHMC,81,Unreserved (Women),IND,7,,8,0.089,49.65
Telangana,2020,0,Hyderabad,GHMC,81,Unreserved (Women),IND,8,,8,0.077,49.65
Telangana,2020,0,Hyderabad,GHMC,81,Unreserved (Women),,9,,8,1.164,49.65
Telangana,2020,0,Hyderabad,GHMC,82,Backward Classes (Women),TRS,1,,8,51.149,51.078
Telangana,2020,0,Hyderabad,GHMC,82,Backward Classes (Women),BJP,2,,8,40.767,51.078
Telangana,2020,0,Hyderabad,GHMC,82,Backward Classes (Women),INC,3,,8,2.175,51.078
Telangana,2020,0,Hyderabad,GHMC,82,Backward Classes (Women),TDP,4,,8,0.868,51.078
Telangana,2020,0,Hyderabad,GHMC,82,Backward Classes (Women),IND,5,,8,0.459,51.078
Telangana,2020,0,Hyderabad,GHMC,82,Backward Classes (Women),IND,6,,8,0.141,51.078
Telangana,2020,0,Hyderabad,GHMC,82,Backward Classes (Women),IND,7,,8,0.138,51.078
Telangana,2020,0,Hyderabad,GHMC,82,Backward Classes (Women),IND,8,,8,0.08,51.078
Telangana,2020,0,Hyderabad,GHMC,82,Backward Classes (Women),,9,,8,0.971,51.078
Telangana,2020,0,Hyderabad,GHMC,83,Backward Class,TRS,1,,9,51.466,51.204
Telangana,2020,0,Hyderabad,GHMC,83,Backward Class,BJP,2,,9,36.92,51.204
Telangana,2020,0,Hyderabad,GHMC,83,Backward Class,INC,3,,9,3.154,51.204
Telangana,2020,0,Hyderabad,GHMC,83,Backward Class,CPI,4,,9,2.312,51.204
Telangana,2020,0,Hyderabad,GHMC,83,Backward Class,TDP,5,,9,0.595,51.204
Telangana,2020,0,Hyderabad,GHMC,83,Backward Class,AIFB,6,,9,0.327,51.204
Telangana,2020,0,Hyderabad,GHMC,83,Backward Class,IND,7,,9,0.292,51.204
Telangana,2020,0,Hyderabad,GHMC,83,Backward Class,IND,8,,9,0.191,51.204
Telangana,2020,0,Hyderabad,GHMC,83,Backward Class,IND,9,,9,0.031,51.204
Telangana,2020,0,Hyderabad,GHMC,83,Backward Class,,10,,9,0.772,51.204
Telangana,2020,0,Hyderabad,GHMC,84,Unreserved (Women),BJP,1,,8,50.164,46.348
Telangana,2020,0,Hyderabad,GHMC,84,Unreserved (Women),TRS,2,,8,35.317,46.348
Telangana,2020,0,Hyderabad,GHMC,84,Unreserved (Women),INC,3,,8,5.284,46.348
Telangana,2020,0,Hyderabad,GHMC,84,Unreserved (Women),CPM,4,,8,2.079,46.348
Telangana,2020,0,Hyderabad,GHMC,84,Unreserved (Women),TDP,5,,8,1.266,46.348
Telangana,2020,0,Hyderabad,GHMC,84,Unreserved (Women),IND,6,,8,0.762,46.348
Telangana,2020,0,Hyderabad,GHMC,84,Unreserved (Women),IND,7,,8,0.547,46.348
Telangana,2020,0,Hyderabad,GHMC,84,Unreserved (Women),IPBP,8,,8,0.238,46.348
Telangana,2020,0,Hyderabad,GHMC,84,Unreserved (Women),,9,,8,0.914,46.348
Telangana,2020,0,Hyderabad,GHMC,85,Unreserved (Women),BJP,1,,8,43.93,44.009
Telangana,2020,0,Hyderabad,GHMC,85,Unreserved (Women),TRS,2,,8,42.656,44.009
Telangana,2020,0,Hyderabad,GHMC,85,Unreserved (Women),INC,3,,8,6.811,44.009
Telangana,2020,0,Hyderabad,GHMC,85,Unreserved (Women),TDP,4,,8,1.823,44.009
Telangana,2020,0,Hyderabad,GHMC,85,Unreserved (Women),IND,5,,8,0.814,44.009
Telangana,2020,0,Hyderabad,GHMC,85,Unreserved (Women),IND,6,,8,0.129,44.009
Telangana,2020,0,Hyderabad,GHMC,85,Unreserved (Women),IND,7,,8,0.101,44.009
Telangana,2020,0,Hyderabad,GHMC,85,Unreserved (Women),IND,8,,8,0.084,44.009
Telangana,2020,0,Hyderabad,GHMC,85,Unreserved (Women),,9,,8,1.487,44.009
Telangana,2020,0,Hyderabad,GHMC,86,Backward Classes (Women),BJP,1,,4,52.667,48.848
Telangana,2020,0,Hyderabad,GHMC,86,Backward Classes (Women),TRS,2,,4,41.169,48.848
Telangana,2020,0,Hyderabad,GHMC,86,Backward Classes (Women),INC,3,,4,3.231,48.848
Telangana,2020,0,Hyderabad,GHMC,86,Backward Classes (Women),IND,4,,4,0.101,48.848
Telangana,2020,0,Hyderabad,GHMC,86,Backward Classes (Women),,5,,4,0.923,48.848
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,BJP,1,,14,43.931,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,TRS,2,,14,41.569,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,INC,3,,14,7.472,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,TDP,4,,14,1.588,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,CPM,5,,14,1.212,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,IND,6,,14,0.555,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,IND,7,,14,0.197,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,IND,8,,14,0.192,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,IND,9,,14,0.166,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,IND,10,,14,0.143,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,TJSP,11,,14,0.063,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,HINDJP,12,,14,0.049,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,IND,13,,14,0.022,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,IND,14,,14,0.018,45.091
Telangana,2020,0,Hyderabad,GHMC,87,Unreserved,,15,,14,1.374,45.091
Telangana,2020,0,Hyderabad,GHMC,88,Backward Class,AIMIM,1,,8,34.618,48.816
Telangana,2020,0,Hyderabad,GHMC,88,Backward Class,TRS,2,,8,24.628,48.816
Telangana,2020,0,Hyderabad,GHMC,88,Backward Class,BJP,3,,8,19.608,48.816
Telangana,2020,0,Hyderabad,GHMC,88,Backward Class,INC,4,,8,16.819,48.816
Telangana,2020,0,Hyderabad,GHMC,88,Backward Class,TDP,5,,8,0.356,48.816
Telangana,2020,0,Hyderabad,GHMC,88,Backward Class,IND,6,,8,0.119,48.816
Telangana,2020,0,Hyderabad,GHMC,88,Backward Class,IND,7,,8,0.103,48.816
Telangana,2020,0,Hyderabad,GHMC,88,Backward Class,IND,8,,8,0.092,48.816
Telangana,2020,0,Hyderabad,GHMC,88,Backward Class,,9,,8,0.394,48.816
Telangana,2020,0,Hyderabad,GHMC,89,Unreserved (Women),BJP,1,,5,50.417,40.176
Telangana,2020,0,Hyderabad,GHMC,89,Unreserved (Women),TRS,2,,5,37.071,40.176
Telangana,2020,0,Hyderabad,GHMC,89,Unreserved (Women),INC,3,,5,8.098,40.176
Telangana,2020,0,Hyderabad,GHMC,89,Unreserved (Women),TJSP,4,,5,0.332,40.176
Telangana,2020,0,Hyderabad,GHMC,89,Unreserved (Women),IND,5,,5,0.269,40.176
Telangana,2020,0,Hyderabad,GHMC,89,Unreserved (Women),,6,,5,1.585,40.176
Telangana,2020,0,Hyderabad,GHMC,90,Scheduled Caste (Women),BJP,1,,8,47.555,47.137
Telangana,2020,0,Hyderabad,GHMC,90,Scheduled Caste (Women),TRS,2,,8,41.48,47.137
Telangana,2020,0,Hyderabad,GHMC,90,Scheduled Caste (Women),INC,3,,8,5.98,47.137
Telangana,2020,0,Hyderabad,GHMC,90,Scheduled Caste (Women),TDP,4,,8,1.222,47.137
Telangana,2020,0,Hyderabad,GHMC,90,Scheduled Caste (Women),IND,5,,8,0.387,47.137
Telangana,2020,0,Hyderabad,GHMC,90,Scheduled Caste (Women),IND,6,,8,0.21,47.137
Telangana,2020,0,Hyderabad,GHMC,90,Scheduled Caste (Women),TJSP,7,,8,0.185,47.137
Telangana,2020,0,Hyderabad,GHMC,90,Scheduled Caste (Women),IND,8,,8,0.025,47.137
Telangana,2020,0,Hyderabad,GHMC,90,Scheduled Caste (Women),,9,,8,1.25,47.137
Telangana,2020,0,Hyderabad,GHMC,91,Unreserved (Women),TRS,1,,4,49.422,46.076
Telangana,2020,0,Hyderabad,GHMC,91,Unreserved (Women),BJP,2,,4,39.441,46.076
Telangana,2020,0,Hyderabad,GHMC,91,Unreserved (Women),INC,3,,4,5.788,46.076
Telangana,2020,0,Hyderabad,GHMC,91,Unreserved (Women),TDP,4,,4,2.055,46.076
Telangana,2020,0,Hyderabad,GHMC,91,Unreserved (Women),,5,,4,0.782,46.076
Telangana,2020,0,Hyderabad,GHMC,92,Unreserved (Women),TRS,1,,6,61.005,46.04
Telangana,2020,0,Hyderabad,GHMC,92,Unreserved (Women),BJP,2,,6,27.355,46.04
Telangana,2020,0,Hyderabad,GHMC,92,Unreserved (Women),INC,3,,6,4.879,46.04
Telangana,2020,0,Hyderabad,GHMC,92,Unreserved (Women),TDP,4,,6,2.494,46.04
Telangana,2020,0,Hyderabad,GHMC,92,Unreserved (Women),IND,5,,6,0.965,46.04
Telangana,2020,0,Hyderabad,GHMC,92,Unreserved (Women),IND,6,,6,0.042,46.04
Telangana,2020,0,Hyderabad,GHMC,92,Unreserved (Women),,7,,6,0.663,46.04
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,TRS,1,,14,43.919,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,BJP,2,,14,40.565,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,INC,3,,14,8.885,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,TDP,4,,14,1.4,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,IND,5,,14,0.67,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,IND,6,,14,0.198,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,IND,7,,14,0.129,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,INYJP,8,,14,0.052,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,IND,9,,14,0.047,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,IND,10,,14,0.034,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,IND,11,,14,0.034,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,IND,12,,14,0.03,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,IND,13,,14,0.026,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,IND,14,,14,0.013,46.676
Telangana,2020,0,Hyderabad,GHMC,93,Unreserved,,15,,14,3.457,46.676
Telangana,2020,0,Hyderabad,GHMC,94,Unreserved,AIMIM,1,,8,48.695,43.048
Telangana,2020,0,Hyderabad,GHMC,94,Unreserved,BJP,2,,8,32.84,43.048
Telangana,2020,0,Hyderabad,GHMC,94,Unreserved,TRS,3,,8,12.123,43.048
Telangana,2020,0,Hyderabad,GHMC,94,Unreserved,INC,4,,8,3.631,43.048
Telangana,2020,0,Hyderabad,GHMC,94,Unreserved,CPI,5,,8,0.189,43.048
Telangana,2020,0,Hyderabad,GHMC,94,Unreserved,WPI,6,,8,0.163,43.048
Telangana,2020,0,Hyderabad,GHMC,94,Unreserved,BMP,7,,8,0.131,43.048
Telangana,2020,0,Hyderabad,GHMC,94,Unreserved,IND,8,,8,0.022,43.048
Telangana,2020,0,Hyderabad,GHMC,94,Unreserved,,9,,8,1.598,43.048
Telangana,2020,0,Hyderabad,GHMC,95,Unreserved,BJP,1,,7,45.011,46.236
Telangana,2020,0,Hyderabad,GHMC,95,Unreserved,TRS,2,,7,41.641,46.236
Telangana,2020,0,Hyderabad,GHMC,95,Unreserved,INC,3,,7,6.069,46.236
Telangana,2020,0,Hyderabad,GHMC,95,Unreserved,TDP,4,,7,3.672,46.236
Telangana,2020,0,Hyderabad,GHMC,95,Unreserved,CPI,5,,7,0.606,46.236
Telangana,2020,0,Hyderabad,GHMC,95,Unreserved,IND,6,,7,0.16,46.236
Telangana,2020,0,Hyderabad,GHMC,95,Unreserved,INYJP,7,,7,0.043,46.236
Telangana,2020,0,Hyderabad,GHMC,95,Unreserved,,8,,7,0.805,46.236
Telangana,2020,0,Hyderabad,GHMC,96,Unreserved,TRS,1,,10,49.484,33.058
Telangana,2020,0,Hyderabad,GHMC,96,Unreserved,BJP,2,,10,37.801,33.058
Telangana,2020,0,Hyderabad,GHMC,96,Unreserved,INC,3,,10,5.333,33.058
Telangana,2020,0,Hyderabad,GHMC,96,Unreserved,TDP,4,,10,4.181,33.058
Telangana,2020,0,Hyderabad,GHMC,96,Unreserved,IND,5,,10,0.659,33.058
Telangana,2020,0,Hyderabad,GHMC,96,Unreserved,IND,6,,10,0.121,33.058
Telangana,2020,0,Hyderabad,GHMC,96,Unreserved,IND,7,,10,0.101,33.058
Telangana,2020,0,Hyderabad,GHMC,96,Unreserved,MJP,8,,10,0.086,33.058
Telangana,2020,0,Hyderabad,GHMC,96,Unreserved,IND,9,,10,0.025,33.058
Telangana,2020,0,Hyderabad,GHMC,96,Unreserved,IND,10,,10,0.02,33.058
Telangana,2020,0,Hyderabad,GHMC,96,Unreserved,,11,,10,1.031,33.058
Telangana,2020,0,Hyderabad,GHMC,97,Unreserved (Women),TRS,1,,7,52.059,43.644
Telangana,2020,0,Hyderabad,GHMC,97,Unreserved (Women),BJP,2,,7,34.714,43.644
Telangana,2020,0,Hyderabad,GHMC,97,Unreserved (Women),TDP,3,,7,4.71,43.644
Telangana,2020,0,Hyderabad,GHMC,97,Unreserved (Women),INC,4,,7,4.457,43.644
Telangana,2020,0,Hyderabad,GHMC,97,Unreserved (Women),IND,5,,7,0.113,43.644
Telangana,2020,0,Hyderabad,GHMC,97,Unreserved (Women),IND,6,,7,0.099,43.644
Telangana,2020,0,Hyderabad,GHMC,97,Unreserved (Women),IND,7,,7,0.068,43.644
Telangana,2020,0,Hyderabad,GHMC,97,Unreserved (Women),,8,,7,0.651,43.644
Telangana,2020,0,Hyderabad,GHMC,98,Unreserved (Women),BJP,1,,5,48.654,38.027
Telangana,2020,0,Hyderabad,GHMC,98,Unreserved (Women),TRS,2,,5,41.579,38.027
Telangana,2020,0,Hyderabad,GHMC,98,Unreserved (Women),TDP,3,,5,4.193,38.027
Telangana,2020,0,Hyderabad,GHMC,98,Unreserved (Women),INC,4,,5,2.659,38.027
Telangana,2020,0,Hyderabad,GHMC,98,Unreserved (Women),IND,5,,5,0.131,38.027
Telangana,2020,0,Hyderabad,GHMC,98,Unreserved (Women),,6,,5,0.837,38.027
Telangana,2020,0,Hyderabad,GHMC,99,Unreserved,TRS,1,,8,46.476,40.35
Telangana,2020,0,Hyderabad,GHMC,99,Unreserved,BJP,2,,8,40.693,40.35
Telangana,2020,0,Hyderabad,GHMC,99,Unreserved,TDP,3,,8,6.842,40.35
Telangana,2020,0,Hyderabad,GHMC,99,Unreserved,INC,4,,8,2.72,40.35
Telangana,2020,0,Hyderabad,GHMC,99,Unreserved,IND,5,,8,0.167,40.35
Telangana,2020,0,Hyderabad,GHMC,99,Unreserved,IND,6,,8,0.161,40.35
Telangana,2020,0,Hyderabad,GHMC,99,Unreserved,IND,7,,8,0.161,40.35
Telangana,2020,0,Hyderabad,GHMC,99,Unreserved,IND,8,,8,0.141,40.35
Telangana,2020,0,Hyderabad,GHMC,99,Unreserved,,9,,8,1.12,40.35
Telangana,2020,0,Hyderabad,GHMC,100,Unreserved (Women),TRS,1,,5,48.079,39.911
Telangana,2020,0,Hyderabad,GHMC,100,Unreserved (Women),BJP,2,,5,38.068,39.911
Telangana,2020,0,Hyderabad,GHMC,100,Unreserved (Women),INC,3,,5,5.915,39.911
Telangana,2020,0,Hyderabad,GHMC,100,Unreserved (Women),TDP,4,,5,4.258,39.911
Telangana,2020,0,Hyderabad,GHMC,100,Unreserved (Women),IND,5,,5,0.903,39.911
Telangana,2020,0,Hyderabad,GHMC,100,Unreserved (Women),,6,,5,0.787,39.911
Telangana,2020,0,Hyderabad,GHMC,101,Backward Classes (Women),AIMIM,1,,7,36.886,43.343
Telangana,2020,0,Hyderabad,GHMC,101,Backward Classes (Women),TRS,2,,7,31.812,43.343
