State_Name,Year,Polling_Date,Seat,Poll,District,LB_Type,LB_Code,LB_Name,Ward_Name,Ward_No,Ward_Reservation,OSN,Candidate_Name,Father_Husband_Name,Candidate_Name_O,Father_Husband_Name_O,Gender,Party_ID,Party_Name,Party_Abbreviation,Age,Category,Education,Votes,Position,Status,N_Cand,Valid_Votes,Vote_Share_Percentage,Deposit_Lost,Total_Electors,Total_Votes,Rejected_Votes,Voter_Turnout_Percentage,Affidavit,Notes
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,12,Backward Class,4,GAYALA SRIRAMULU,,,,,10809,Independent,IND,,,,3,4,,6,2235,0.131,,3280,2282,47,69.573,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,12,Backward Class,3,YATHAM MAHENDER,,,,,10809,Independent,IND,,,,1,5,,6,2235,0.044,,3280,2282,47,69.573,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,12,Backward Class,6,DONDA VEERASWAMY,,,,,10809,Independent,IND,,,,1,6,,6,2235,0.044,,3280,2282,47,69.573,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,12,Backward Class,,NOTA,,,,,,,,,,,1,7,,6,2235,0.044,,3280,2282,47,69.573,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,13,Scheduled Tribe,2,NENAVATH BALU,,,,,3482,CONGRESS,INC,,,,764,1,,6,1960,38.566,,2865,1981,21,69.145,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,13,Scheduled Tribe,1,AMBOTHU DASARATH,,,,,8284,Telangana Rashtra Samithi,TRS,,,,689,2,,6,1960,34.78,,2865,1981,21,69.145,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,13,Scheduled Tribe,5,RAMAVATH MANGAPATHI,,,,,1605,Bharatiya Janata Party,BJP,,,,303,3,,6,1960,15.295,,2865,1981,21,69.145,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,13,Scheduled Tribe,3,RATHLAVATH MADHURI,,,,,10809,Independent,IND,,,,121,4,,6,1960,6.108,,2865,1981,21,69.145,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,13,Scheduled Tribe,4,DHANAVATH ANJI,,,,,10809,Independent,IND,,,,50,5,,6,1960,2.524,,2865,1981,21,69.145,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,13,Scheduled Tribe,6,HERIOLLA SANTOSH KUMAR,,,,,10809,Independent,IND,,,,28,6,,6,1960,1.413,,2865,1981,21,69.145,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,13,Scheduled Tribe,,NOTA,,,,,,,,,,,5,7,,6,1960,0.252,,2865,1981,21,69.145,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,14,Backward Classes (Women),3,JENIGA BHARATHAMMA,,,,,8284,Telangana Rashtra Samithi,TRS,,,,1330,1,,5,2477,53.051,,3185,2507,30,78.713,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,14,Backward Classes (Women),2,DANDU ANITHA,,,,,10809,Independent,IND,,,,858,2,,5,2477,34.224,,3185,2507,30,78.713,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,14,Backward Classes (Women),1,VARIKUPPALA MUTYALLU,,,,,3482,CONGRESS,INC,,,,256,3,,5,2477,10.211,,3185,2507,30,78.713,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,14,Backward Classes (Women),5,KADARI MADHAVI,,,,,1605,Bharatiya Janata Party,BJP,,,,31,4,,5,2477,1.237,,3185,2507,30,78.713,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,14,Backward Classes (Women),4,DANDU CHAITANYA,,,,,10809,Independent,IND,,,,0,5,,5,2477,0,,3185,2507,30,78.713,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,14,Backward Classes (Women),,NOTA,,,,,,,,,,,2,6,,5,2477,0.08,,3185,2507,30,78.713,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,15,Scheduled Caste,1,IBRAM SHEKAR,,,,,10809,Independent,IND,,,,778,1,,5,1992,38.784,,3090,2006,14,64.919,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,15,Scheduled Caste,2,BALNINGANI JANGAIAH,,,,,3482,CONGRESS,INC,,,,766,2,,5,1992,38.185,,3090,2006,14,64.919,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,15,Scheduled Caste,3,THIMMANI GIRISH,,,,,8284,Telangana Rashtra Samithi,TRS,,,,375,3,,5,1992,18.694,,3090,2006,14,64.919,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,15,Scheduled Caste,4,DAVALUR VIJAYA KUMAR,,,,,1605,Bharatiya Janata Party,BJP,,,,43,4,,5,1992,2.144,,3090,2006,14,64.919,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,15,Scheduled Caste,5,JRP SRAVAN KUMAR,,,,,10809,Independent,IND,,,,15,5,,5,1992,0.748,,3090,2006,14,64.919,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,15,Scheduled Caste,,NOTA,,,,,,,,,,,15,6,,5,1992,0.748,,3090,2006,14,64.919,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,16,Scheduled Caste (Women),2,ERRA MAHESHWARI,,,,,3482,CONGRESS,INC,,,,1017,1,,3,1846,54.24,,2971,1875,29,63.11,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,16,Scheduled Caste (Women),1,GUNDE RAJESHWARI,,,,,1605,Bharatiya Janata Party,BJP,,,,449,2,,3,1846,23.947,,2971,1875,29,63.11,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,16,Scheduled Caste (Women),3,KOPPULA RAMADEVI,,,,,8284,Telangana Rashtra Samithi,TRS,,,,366,3,,3,1846,19.52,,2971,1875,29,63.11,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,16,Scheduled Caste (Women),,NOTA,,,,,,,,,,,14,4,,3,1846,0.747,,2971,1875,29,63.11,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,17,Unreserved,2,VANGETI PRABHAKAR REDDY,,,,,3482,CONGRESS,INC,,,,923,1,,5,2298,39.802,,3139,2319,21,73.877,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,17,Unreserved,3,Vangeti laxmi,,,,,8284,Telangana Rashtra Samithi,TRS,,,,888,2,,5,2298,38.292,,3139,2319,21,73.877,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,17,Unreserved,1,ADULAPURAM SHANKAR REDDY,,,,,1605,Bharatiya Janata Party,BJP,,,,480,3,,5,2298,20.699,,3139,2319,21,73.877,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,17,Unreserved,5,M PRABHAKAR REDDY,,,,,10809,Independent,IND,,,,3,4,,5,2298,0.129,,3139,2319,21,73.877,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,17,Unreserved,4,M LAXMA REDDY,,,,,10809,Independent,IND,,,,2,5,,5,2298,0.086,,3139,2319,21,73.877,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,17,Unreserved,,NOTA,,,,,,,,,,,2,6,,5,2298,0.086,,3139,2319,21,73.877,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,18,Backward Class,2,BANDARI MANOHAR,,,,,3482,CONGRESS,INC,,,,1230,1,,5,1943,63.077,,3355,1950,7,58.122,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,18,Backward Class,1,BURJUKINDA HARIGOUD,,,,,10809,Independent,IND,,,,509,2,,5,1943,26.103,,3355,1950,7,58.122,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,18,Backward Class,5,AMRESHWAR K,,,,,1605,Bharatiya Janata Party,BJP,,,,109,3,,5,1943,5.59,,3355,1950,7,58.122,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,18,Backward Class,4,BANALA RAMADEVI,,,,,8284,Telangana Rashtra Samithi,TRS,,,,73,4,,5,1943,3.744,,3355,1950,7,58.122,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,18,Backward Class,3,MOHD HUSSAIN,,,,,10809,Independent,IND,,,,9,5,,5,1943,0.462,,3355,1950,7,58.122,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,18,Backward Class,,NOTA,,,,,,,,,,,13,6,,5,1943,0.667,,3355,1950,7,58.122,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,19,Backward Classes (Women),1,RAMOJI AMITHA,,,,,1605,Bharatiya Janata Party,BJP,,,,942,1,,3,1663,56.373,,3429,1671,8,48.731,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,19,Backward Classes (Women),2,MORA KAVITHA,,,,,8284,Telangana Rashtra Samithi,TRS,,,,691,2,,3,1663,41.352,,3429,1671,8,48.731,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,19,Backward Classes (Women),3,TALAGADADEEVI LAKSHMI BAI,,,,,10809,Independent,IND,,,,13,3,,3,1663,0.778,,3429,1671,8,48.731,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,19,Backward Classes (Women),,NOTA,,,,,,,,,,,17,4,,3,1663,1.017,,3429,1671,8,48.731,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,20,Unreserved,3,SUDHERSHAN REDDY PEDDABAVI,,,,,3482,CONGRESS,INC,,,,1152,1,,3,1835,62.643,,2999,1839,4,61.32,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,20,Unreserved,1,PEDDABAVI NARSIMHA REDDY,,,,,8284,Telangana Rashtra Samithi,TRS,,,,565,2,,3,1835,30.723,,2999,1839,4,61.32,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,20,Unreserved,2,VENUGOPAL REDDY PEDDABAVI,,,,,1605,Bharatiya Janata Party,BJP,,,,102,3,,3,1835,5.546,,2999,1839,4,61.32,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,20,Unreserved,,NOTA,,,,,,,,,,,16,4,,3,1835,0.87,,2999,1839,4,61.32,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,21,Backward Class,1,BANGARU ANITHA RANI,,,,,1605,Bharatiya Janata Party,BJP,,,,1064,1,,3,1768,59.675,,2775,1783,15,64.252,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,21,Backward Class,2,GOURA SAI KUMAR,,,,,8284,Telangana Rashtra Samithi,TRS,,,,687,2,,3,1768,38.531,,2775,1783,15,64.252,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,21,Backward Class,3,MARABOINA NARENDER,,,,,2444,Communist Part of India,CPI,,,,11,3,,3,1768,0.617,,2775,1783,15,64.252,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,21,Backward Class,,NOTA,,,,,,,,,,,6,4,,3,1768,0.337,,2775,1783,15,64.252,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,22,Unreserved (Women),2,LICKY MAMATHA REDDY,,,,,8284,Telangana Rashtra Samithi,TRS,,,,947,1,,3,1510,62.058,,2897,1526,16,52.675,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,22,Unreserved (Women),1,BHEEMIDI SUNITHA REDDY,,,,,1605,Bharatiya Janata Party,BJP,,,,386,2,,3,1510,25.295,,2897,1526,16,52.675,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,22,Unreserved (Women),3,CHAKRAVARTHULA LAXMI,,,,,10809,Independent,IND,,,,163,3,,3,1510,10.682,,2897,1526,16,52.675,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,22,Unreserved (Women),,NOTA,,,,,,,,,,,14,4,,3,1510,0.917,,2897,1526,16,52.675,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,23,Unreserved (Women),4,RALLAGUDEM SANTHOSHA,,,,,3482,CONGRESS,INC,,,,699,1,,5,1729,40.219,,2900,1738,9,59.931,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,23,Unreserved (Women),1,GURRAM PRASANNA REDDY,,,,,8284,Telangana Rashtra Samithi,TRS,,,,638,2,,5,1729,36.709,,2900,1738,9,59.931,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,23,Unreserved (Women),2,Peddabavi Varalaxmi,,,,,1605,Bharatiya Janata Party,BJP,,,,362,3,,5,1729,20.829,,2900,1738,9,59.931,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,23,Unreserved (Women),3,S CHANDRA KALA,,,,,10809,Independent,IND,,,,9,4,,5,1729,0.518,,2900,1738,9,59.931,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,23,Unreserved (Women),5,BODDUPALLY VIJAYA,,,,,10809,Independent,IND,,,,4,5,,5,1729,0.23,,2900,1738,9,59.931,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,23,Unreserved (Women),,NOTA,,,,,,,,,,,17,6,,5,1729,0.978,,2900,1738,9,59.931,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,24,Unreserved,3,ENUGU RAMREDDY,,,,,8284,Telangana Rashtra Samithi,TRS,,,,1008,1,,4,1764,56.566,,2778,1782,18,64.147,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,24,Unreserved,2,NAAVARU MALLAREDDY,,,,,3482,CONGRESS,INC,,,,683,2,,4,1764,38.328,,2778,1782,18,64.147,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,24,Unreserved,1,GOSULA SRIKANTH REDDY,,,,,1605,Bharatiya Janata Party,BJP,,,,62,3,,4,1764,3.479,,2778,1782,18,64.147,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,24,Unreserved,4,CHAPPIDI RAJI REDDY,,,,,10809,Independent,IND,,,,5,4,,4,1764,0.281,,2778,1782,18,64.147,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,24,Unreserved,,NOTA,,,,,,,,,,,6,5,,4,1764,0.337,,2778,1782,18,64.147,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,25,Scheduled Caste (Women),2,M LALITHA,,,,,10809,Independent,IND,,,,1088,1,,5,1580,68.128,,2785,1597,17,57.343,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,25,Scheduled Caste (Women),1,LAGGALA RAJITHA,,,,,8284,Telangana Rashtra Samithi,TRS,,,,339,2,,5,1580,21.227,,2785,1597,17,57.343,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,25,Scheduled Caste (Women),3,SARITHA JINJARLA,,,,,3482,CONGRESS,INC,,,,82,3,,5,1580,5.135,,2785,1597,17,57.343,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,25,Scheduled Caste (Women),4,muthyala yadamma,,,,,10809,Independent,IND,,,,62,4,,5,1580,3.882,,2785,1597,17,57.343,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,25,Scheduled Caste (Women),5,bantu snehalatha,,,,,10809,Independent,IND,,,,4,5,,5,1580,0.25,,2785,1597,17,57.343,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,25,Scheduled Caste (Women),,NOTA,,,,,,,,,,,5,6,,5,1580,0.313,,2785,1597,17,57.343,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,26,Unreserved (Women),2,RAMIDI KAVITHA RAM REDDY,,,,,8284,Telangana Rashtra Samithi,TRS,,,,1169,1,,2,1971,58.596,,3504,1995,24,56.935,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,26,Unreserved (Women),1,J MANJULA,,,,,1605,Bharatiya Janata Party,BJP,,,,779,2,,2,1971,39.048,,3504,1995,24,56.935,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,26,Unreserved (Women),,NOTA,,,,,,,,,,,23,3,,2,1971,1.153,,3504,1995,24,56.935,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,27,Unreserved,1,thota sridhar reddy,,,,,1605,Bharatiya Janata Party,BJP,,,,1226,1,,3,2467,49.396,,3209,2482,15,77.345,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,27,Unreserved,2,GADDAM VENKAT REDDY,,,,,3482,CONGRESS,INC,,,,763,2,,3,2467,30.741,,3209,2482,15,77.345,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,27,Unreserved,3,YELCHALA PRASANNA,,,,,8284,Telangana Rashtra Samithi,TRS,,,,464,3,,3,2467,18.695,,3209,2482,15,77.345,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,27,Unreserved,,NOTA,,,,,,,,,,,14,4,,3,2467,0.564,,3209,2482,15,77.345,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,28,Scheduled Caste,1,ARJUN SURNAGANTI,,,,,8284,Telangana Rashtra Samithi,TRS,,,,863,1,,2,1537,55.858,,2798,1545,8,55.218,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,28,Scheduled Caste,2,CHITRAM SRINIVAS,,,,,1605,Bharatiya Janata Party,BJP,,,,661,2,,2,1537,42.783,,2798,1545,8,55.218,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,28,Scheduled Caste,,NOTA,,,,,,,,,,,13,3,,2,1537,0.841,,2798,1545,8,55.218,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,29,Unreserved (Women),2,PEDDABAVI SHOBHA,,,,,8284,Telangana Rashtra Samithi,TRS,,,,1048,1,,4,1527,67.788,,2824,1546,19,54.745,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,29,Unreserved (Women),1,ANTHEDUPULA ANITHA,,,,,10809,Independent,IND,,,,216,2,,4,1527,13.972,,2824,1546,19,54.745,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,29,Unreserved (Women),4,RACHAMALLA ANITHA,,,,,1605,Bharatiya Janata Party,BJP,,,,136,3,,4,1527,8.797,,2824,1546,19,54.745,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,29,Unreserved (Women),3,ANTHEDUPULA SUNITHA,,,,,3482,CONGRESS,INC,,,,110,4,,4,1527,7.115,,2824,1546,19,54.745,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,29,Unreserved (Women),,NOTA,,,,,,,,,,,17,5,,4,1527,1.1,,2824,1546,19,54.745,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,30,Unreserved,1,BHEEMIDI SWAPNA,,,,,8284,Telangana Rashtra Samithi,TRS,,,,1548,1,,4,1803,84.775,,3209,1826,23,56.902,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,30,Unreserved,4,ANKAMGARI RAVI,,,,,1605,Bharatiya Janata Party,BJP,,,,139,2,,4,1803,7.612,,3209,1826,23,56.902,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,30,Unreserved,3,GATTU BALAKRISHNA,,,,,3482,CONGRESS,INC,,,,93,3,,4,1803,5.093,,3209,1826,23,56.902,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,30,Unreserved,2,GUMMADI RAVIKANTH REDDY,,,,,10809,Independent,IND,,,,10,4,,4,1803,0.548,,3209,1826,23,56.902,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,30,Unreserved,,NOTA,,,,,,,,,,,13,5,,4,1803,0.712,,3209,1826,23,56.902,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,31,Unreserved (Women),3,CHIGIRINTHA PARIJATHA NARSIMHA REDDY,,,,,3482,CONGRESS,INC,,,,1684,1,,3,2342,71.265,,3534,2363,21,66.865,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,31,Unreserved (Women),1,YELCHALA MAMATHA,,,,,8284,Telangana Rashtra Samithi,TRS,,,,521,2,,3,2342,22.048,,3534,2363,21,66.865,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,31,Unreserved (Women),2,KOLLI VISHNU KALYANI,,,,,1605,Bharatiya Janata Party,BJP,,,,130,3,,3,2342,5.501,,3534,2363,21,66.865,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,31,Unreserved (Women),,NOTA,,,,,,,,,,,7,4,,3,2342,0.296,,3534,2363,21,66.865,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,32,Backward Classes (Women),2,GOURA RAMADEVI,,,,,1605,Bharatiya Janata Party,BJP,,,,1466,1,,2,1880,77.566,,3120,1890,10,60.577,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,32,Backward Classes (Women),1,LAVANYA ARRABATTU,,,,,8284,Telangana Rashtra Samithi,TRS,,,,406,2,,2,1880,21.481,,3120,1890,10,60.577,,
Telangana,2020,,,0,Rangareddy,MC,8,Badangpet,,32,Backward Classes (Women),,NOTA,,,,,,,,,,,8,3,,2,1880,0.423,,3120,1890,10,60.577,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,1,Scheduled Caste,1,T Chandra Shekhar,,,,,8284,Telangana Rashtra Samithi,TRS,,,,1066,1,,6,1711,61.512,,2863,1733,22,60.531,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,1,Scheduled Caste,4,BOGALA SRINIVAS,,,,,3482,CONGRESS,INC,,,,375,2,,6,1711,21.639,,2863,1733,22,60.531,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,1,Scheduled Caste,5,POGAKU SASHI KUMAR,,,,,10809,Independent,IND,,,,156,3,,6,1711,9.002,,2863,1733,22,60.531,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,1,Scheduled Caste,3,LAXMI NARSAMMA MAMADI,,,,,1605,Bharatiya Janata Party,BJP,,,,85,4,,6,1711,4.905,,2863,1733,22,60.531,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,1,Scheduled Caste,2,G RAGHAVULU,,,,,8300,Telugu Desam,TDP,,,,17,5,,6,1711,0.981,,2863,1733,22,60.531,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,1,Scheduled Caste,6,POGAKU SAI KIRAN,,,,,10809,Independent,IND,,,,0,6,,6,1711,0,,2863,1733,22,60.531,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,1,Scheduled Caste,,NOTA,,,,,,,,,,,12,7,,6,1711,0.692,,2863,1733,22,60.531,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,2,Scheduled Caste (Women),3,Thalari Padmavathi,,,,,8284,Telangana Rashtra Samithi,TRS,,,,783,1,,5,1432,53.889,,2955,1453,21,49.171,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,2,Scheduled Caste (Women),1,GONE SUNANDA,,,,,3482,CONGRESS,INC,,,,489,2,,5,1432,33.655,,2955,1453,21,49.171,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,2,Scheduled Caste (Women),2,CHINTALA LAXMAMMA,,,,,1605,Bharatiya Janata Party,BJP,,,,118,3,,5,1432,8.121,,2955,1453,21,49.171,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,2,Scheduled Caste (Women),5,GONE.GAYATHRI,,,,,10809,Independent,IND,,,,29,4,,5,1432,1.996,,2955,1453,21,49.171,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,2,Scheduled Caste (Women),4,S.GODADEVI,,,,,10809,Independent,IND,,,,3,5,,5,1432,0.206,,2955,1453,21,49.171,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,2,Scheduled Caste (Women),,NOTA,,,,,,,,,,,10,6,,5,1432,0.688,,2955,1453,21,49.171,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,3,Unreserved (Women),3,M. SANTOSH KUMARI,,,,,8284,Telangana Rashtra Samithi,TRS,,,,644,1,,6,1235,51.644,,2464,1247,12,50.609,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,3,Unreserved (Women),1,RADHA REDDY PULAPALLI,,,,,3482,CONGRESS,INC,,,,429,2,,6,1235,34.403,,2464,1247,12,50.609,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,3,Unreserved (Women),2,Buguda Swetha,,,,,1605,Bharatiya Janata Party,BJP,,,,107,3,,6,1235,8.581,,2464,1247,12,50.609,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,3,Unreserved (Women),6,Ponugoti Shoba,,,,,10809,Independent,IND,,,,27,4,,6,1235,2.165,,2464,1247,12,50.609,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,3,Unreserved (Women),5,Kondu Vijaya,,,,,10809,Independent,IND,,,,10,5,,6,1235,0.802,,2464,1247,12,50.609,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,3,Unreserved (Women),4,UNDETI MADHAVI,,,,,10809,Independent,IND,,,,9,6,,6,1235,0.722,,2464,1247,12,50.609,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,3,Unreserved (Women),,NOTA,,,,,,,,,,,9,7,,6,1235,0.722,,2464,1247,12,50.609,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,4,Unreserved,2,MANDA RAVINDER REDDY,,,,,8284,Telangana Rashtra Samithi,TRS,,,,685,1,,8,1265,53.142,,2444,1289,24,52.741,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,4,Unreserved,6,Nadikuda Venu Gopal,,,,,10809,Independent,IND,,,,179,2,,8,1265,13.887,,2444,1289,24,52.741,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,4,Unreserved,1,PEESARI SHAPURAM MALLA REDDY,,,,,1605,Bharatiya Janata Party,BJP,,,,156,3,,8,1265,12.102,,2444,1289,24,52.741,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,4,Unreserved,3,Lingala Ramulu,,,,,3482,CONGRESS,INC,,,,112,4,,8,1265,8.689,,2444,1289,24,52.741,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,4,Unreserved,8,LINGALA PRASAD,,,,,10809,Independent,IND,,,,89,5,,8,1265,6.905,,2444,1289,24,52.741,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,4,Unreserved,4,UNDETI KRUSHI KUMAR,,,,,10809,Independent,IND,,,,23,6,,8,1265,1.784,,2444,1289,24,52.741,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,4,Unreserved,7,BYAGARI BABLU,,,,,10809,Independent,IND,,,,5,7,,8,1265,0.388,,2444,1289,24,52.741,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,4,Unreserved,5,Katta Vishnu,,,,,10809,Independent,IND,,,,1,8,,8,1265,0.078,,2444,1289,24,52.741,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,4,Unreserved,,NOTA,,,,,,,,,,,15,9,,8,1265,1.164,,2444,1289,24,52.741,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,5,Unreserved,4,SHAPURAM SRINATH REDDY,,,,,3482,CONGRESS,INC,,,,659,1,,5,1317,49.661,,2570,1327,10,51.634,,
Telangana,2020,,,0,Rangareddy,MC,9,Bandlaguda Jagir,,5,Unreserved,1,Gudise Balakrishna,,,,,8284,Telangana Rashtra Samithi,TRS,,,,283,2,,5,1317,21.326,,2570,1327,10,51.634,,
